City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Lenger,KZ,42.183,69.8839,92.64,19,54,8.34,broken clouds
472,Cayenne,GF,4.9333,-52.3333,75.09,1,75,0.0,broken clouds
473,Ayagoz,KZ,47.9714,80.4392,75.11,29,20,7.63,few clouds
474,Weihai,CN,37.5017,122.1136,75.36,61,1,14.23,clear sky
475,Anakapalle,IN,17.6833,83.0167,91.35,59,100,14.61,overcast clouds
476,Genhe,CN,50.7833,121.5167,73.44,32,70,3.96,moderate rain
477,Morehead,US,37.2711,-87.1764,79.86,86,0,0.0,clear sky
478,Dao,PH,11.3937,122.6856,85.01,68,91,3.65,overcast clouds
479,Winnemucca,US,40.973,-117.7357,65.21,24,0,0.92,clear sky
480,Moron,AR,-34.6534,-58.6198,53.35,98,51,1.14,fog
481,Maltahohe,NA,-24.8333,16.9833,55.6,28,0,7.85,clear sky
482,Hauterive,FR,46.0901,3.4459,81.36,46,81,4.34,broken clouds
483,Choix,MX,26.7092,-108.3219,78.76,65,61,4.0,broken clouds
484,Takahashi,JP,34.7833,133.6167,79.05,79,99,4.88,overcast clouds
485,Bac Lieu,VN,9.285,105.7244,87.37,62,98,11.99,overcast clouds
486,Saldanha,ZA,-33.0117,17.9442,53.65,49,50,11.54,scattered clouds
487,Paranaiba,BR,-19.6772,-51.1908,64.38,73,3,4.41,clear sky
488,Sumbe,AO,-11.2061,13.8437,75.24,62,24,3.0,few clouds
489,Alta Floresta,BR,-9.8756,-56.0861,67.96,87,18,1.86,few clouds
490,Sovetsk,RU,55.0839,21.8785,60.91,72,100,6.87,overcast clouds
491,La Crosse,US,43.8014,-91.2396,64.31,95,0,1.01,clear sky
492,Nabire,ID,-3.3667,135.4833,79.45,83,98,0.34,overcast clouds
493,Tabou,CI,4.423,-7.3528,74.8,91,100,14.25,light rain
494,Karasburg,NA,-28.0167,18.75,57.69,26,9,14.56,clear sky
495,Phek,IN,25.6667,94.5,61.29,99,100,1.57,light rain
496,Marsaxlokk,MT,35.8419,14.5431,84.81,32,0,5.75,clear sky
497,Glendive,US,47.1053,-104.7125,57.69,75,27,18.01,scattered clouds
498,Pacific Grove,US,36.6177,-121.9166,55.24,85,0,5.01,clear sky
499,Abalak,RU,58.1286,68.5944,72.21,42,53,11.27,broken clouds
500,Burns Lake,CA,54.2331,-125.7533,45.82,92,100,5.32,overcast clouds
501,Falkenberg,SE,56.9055,12.4912,63.25,70,100,11.25,overcast clouds
502,Mersing,MY,2.4312,103.8405,85.91,79,40,6.91,scattered clouds
503,Vanimo,PG,-2.6741,141.3028,80.85,83,25,7.27,scattered clouds
504,Evensk,RU,61.95,159.2333,46.42,73,100,6.93,overcast clouds
505,Sao Felix Do Xingu,BR,-6.6447,-51.995,65.17,85,0,0.07,clear sky
506,Araouane,ML,18.9048,-3.5265,95.95,26,52,22.73,broken clouds
507,Sao Filipe,CV,14.8961,-24.4956,73.08,84,81,9.64,broken clouds
508,Ginir,ET,7.1333,40.7,75.13,41,91,5.23,overcast clouds
509,Makakilo City,US,21.3469,-158.0858,74.68,82,100,4.61,light rain
510,Novyy Urgal,RU,51.0736,132.5642,63.43,79,85,9.1,moderate rain
511,Ballina,AU,-28.8667,153.5667,61.02,79,0,1.79,clear sky
512,Velsk,RU,61.0701,42.0983,58.96,77,75,10.56,broken clouds
513,Yerbogachen,RU,61.2767,108.0108,77.14,38,76,2.95,broken clouds
514,Batagay-Alyta,RU,67.8006,130.4114,41.79,86,100,8.14,overcast clouds
515,Pouebo,NC,-20.4,164.5667,75.11,87,19,10.98,few clouds
516,Kilindoni,TZ,-7.9139,39.6668,78.98,76,16,9.91,light rain
517,Vacaria,BR,-28.5122,-50.9339,45.88,94,4,5.44,clear sky
518,Chemal,RU,51.4111,86.005,65.68,86,61,4.65,broken clouds
519,Kenai,US,60.5544,-151.2583,52.09,80,8,11.25,clear sky
520,Misratah,LY,32.3754,15.0925,79.36,54,0,8.14,clear sky
521,Ondjiva,AO,-17.0667,15.7333,72.12,24,0,13.0,clear sky
522,Port Macquarie,AU,-31.4333,152.9167,58.89,70,31,3.58,scattered clouds
523,Altamira,BR,-3.2033,-52.2064,65.89,90,5,1.97,clear sky
524,Roald,NO,62.5833,6.1333,58.91,94,75,5.75,light rain
525,Guanare,VE,9.0418,-69.7421,73.42,100,61,2.3,broken clouds
526,Najran,SA,17.4924,44.1277,95.65,10,46,14.88,scattered clouds
527,Verkhoyansk,RU,67.5447,133.385,64.04,44,94,18.92,overcast clouds
528,Limbang,MY,4.75,115.0,91.06,65,83,4.92,broken clouds
529,Buritizeiro,BR,-17.3511,-44.9622,56.93,80,3,1.41,clear sky
530,Luena,AO,-11.7833,19.9167,77.02,24,61,5.19,broken clouds
531,Tiznit,MA,29.5833,-9.5,74.25,48,19,3.87,few clouds
532,Ghugus,IN,19.9333,79.1333,93.09,48,100,6.38,overcast clouds
533,Jurm,AF,36.8648,70.8342,82.92,21,44,10.2,scattered clouds
534,Amapa,BR,1.0,-52.0,67.89,99,62,0.16,broken clouds
535,Dingle,PH,10.9995,122.6711,86.27,70,100,5.17,overcast clouds
536,Dicabisagan,PH,17.0818,122.4157,85.55,75,49,7.7,scattered clouds
537,Chimbote,PE,-9.0853,-78.5783,62.33,81,96,8.55,overcast clouds
538,Kloulklubed,PW,7.0419,134.2556,81.1,73,99,9.42,overcast clouds
539,Mayo,US,38.8876,-76.5119,73.94,83,100,3.0,overcast clouds
540,Port Moresby,PG,-9.4431,147.1797,83.62,74,40,11.5,haze
541,Olivet,FR,47.8622,1.8991,81.99,45,14,5.75,few clouds
542,Acarau,BR,-2.8856,-40.12,71.64,87,72,9.33,broken clouds
543,Port Lincoln,AU,-34.7333,135.8667,58.66,65,96,6.8,overcast clouds
544,Vilyuysk,RU,63.7553,121.6247,69.87,36,58,10.25,broken clouds
545,Jalu,LY,29.0331,21.5482,89.06,26,0,8.08,clear sky
546,Caravelas,BR,-17.7125,-39.2481,68.29,76,100,1.97,overcast clouds
547,Lagoa,PT,39.05,-27.9833,64.62,89,8,8.97,clear sky
548,Lompoc,US,34.6391,-120.4579,61.79,90,0,1.52,clear sky
549,Nizhniy Ingash,RU,56.2,96.53,80.56,41,2,4.38,clear sky
550,Slave Lake,CA,55.2834,-114.769,55.38,62,0,8.05,clear sky
551,Ca Mau,VN,9.1769,105.15,85.19,71,100,7.67,overcast clouds
552,Buin,CL,-33.7333,-70.75,54.05,84,75,0.85,broken clouds
553,Mehran,IR,33.1222,46.1646,107.74,6,0,27.31,clear sky
554,Nanpiao,CN,41.0982,120.7479,80.44,58,77,9.98,broken clouds
555,Mana,GF,5.6592,-53.7767,75.36,85,67,4.68,broken clouds
556,Talakan,RU,50.3167,130.3667,62.42,97,100,3.65,overcast clouds
557,Egvekinot,RU,66.3167,-179.1667,32.32,100,100,0.51,overcast clouds
558,Mumford,GH,5.2618,-0.759,72.46,94,100,18.57,heavy intensity rain
559,Beidao,CN,34.5686,105.8933,86.88,30,76,16.04,broken clouds
560,Uyemskiy,RU,64.4743,40.8524,64.45,63,75,8.95,heavy intensity rain
561,Beloha,MG,-25.1667,45.05,79.88,42,12,17.22,few clouds
562,Eureka,US,40.8021,-124.1637,56.93,83,100,1.28,overcast clouds
563,Port Keats,AU,-14.25,129.55,81.1,31,65,2.75,broken clouds
564,Pokhara,NP,28.2333,83.9833,84.58,61,48,2.59,scattered clouds
565,Dharmavaram,IN,14.4333,77.7167,96.64,32,100,8.34,overcast clouds
566,Touros,BR,-5.1989,-35.4608,73.31,79,5,8.3,clear sky
567,Marinette,US,45.1,-87.6307,63.09,97,35,10.85,scattered clouds
568,Skjervoy,NO,70.0311,20.9714,51.8,78,88,7.43,overcast clouds
569,Tromso,NO,69.6496,18.957,50.02,57,75,9.22,broken clouds
570,Katoro,TZ,-3.0203,31.8958,79.36,43,12,7.18,few clouds
571,Maryborough,AU,-25.5333,152.7,66.11,84,27,2.21,scattered clouds
572,Vyartsilya,RU,62.1764,30.693,49.51,90,100,11.56,overcast clouds
573,Flinders,AU,-34.5833,150.8552,60.19,65,12,7.0,few clouds
574,Saint George,US,37.1041,-113.5841,76.62,19,0,4.0,clear sky
575,Pegnitz,DE,49.7564,11.545,80.74,59,69,5.28,broken clouds
576,Bandarbeyla,SO,9.4942,50.8122,91.49,45,64,23.11,broken clouds
577,Salamiyah,SY,35.0113,37.0532,88.45,26,0,5.77,clear sky
578,Tubuala,PA,9.5167,-79.0333,77.95,87,99,9.91,overcast clouds
579,Chumikan,RU,54.7183,135.315,40.86,89,99,6.85,overcast clouds
580,Baruun-Urt,MN,46.6806,113.2792,76.71,37,88,4.41,overcast clouds
581,Chambersburg,US,39.9376,-77.6611,66.15,98,86,2.98,overcast clouds
582,Maarianhamina,AX,60.0973,19.9348,64.26,63,0,10.36,clear sky
583,Malanje,AO,-9.5402,16.341,77.99,24,67,4.83,broken clouds
584,Maroantsetra,MG,-15.4333,49.7333,76.35,70,30,5.26,scattered clouds
585,Irece,BR,-11.3042,-41.8558,59.45,85,27,12.12,scattered clouds
586,Kaoma,ZM,-14.7833,24.8,77.43,25,0,6.6,clear sky
587,Upington,ZA,-28.4478,21.2561,57.58,38,0,11.5,clear sky
588,Nuuk,GL,64.1835,-51.7216,36.16,77,98,3.2,overcast clouds
589,Loukhi,RU,66.0764,33.0381,50.34,96,100,9.51,overcast clouds
590,La Primavera,CO,5.4906,-70.4092,72.61,88,90,3.49,moderate rain
591,Sri Aman,MY,1.2376,111.4621,82.45,89,40,3.44,scattered clouds
592,Doka,SD,13.5167,35.7667,87.35,48,100,5.59,overcast clouds
593,Inta,RU,66.0317,60.1659,66.81,42,100,5.46,overcast clouds
594,Hovd,MN,48.0056,91.6419,80.89,20,100,8.32,overcast clouds
595,Yakeshi,CN,49.2833,120.7333,68.2,54,99,7.09,light rain
596,San Jeronimo,PE,-11.9472,-75.2829,37.54,83,16,1.57,few clouds
597,Shingu,JP,33.7333,135.9833,72.59,88,100,7.83,overcast clouds
598,Ugoofaaru,MV,5.6667,73.0,82.11,77,95,13.49,overcast clouds
599,Ormond Beach,US,29.2858,-81.0559,80.1,86,9,3.06,clear sky
600,Ratnagiri,IN,16.9833,73.3,86.76,65,17,10.98,light rain
601,Tautira,PF,-17.7333,-149.15,79.18,77,42,18.68,light rain
602,Surt,LY,31.2089,16.5887,78.42,59,0,8.55,clear sky
603,Adrar,MR,20.5022,-10.0711,96.37,8,6,16.82,clear sky
604,Alugan,PH,12.2188,125.4808,84.72,70,66,6.85,broken clouds
605,Black River,JM,18.0264,-77.8487,78.51,78,100,9.19,overcast clouds
606,Luanda,AO,-8.8368,13.2343,73.36,66,11,3.87,few clouds
607,Bhandaria,BD,22.4861,90.0609,90.46,60,99,20.49,light rain
608,Hit,IQ,33.6416,42.8251,102.09,14,0,11.05,clear sky
609,Qaqortoq,GL,60.7167,-46.0333,40.98,60,0,3.76,clear sky
610,Padang,ID,-0.9492,100.3543,84.25,78,100,4.52,light rain
611,Coos Bay,US,43.3665,-124.2179,55.99,92,100,10.36,overcast clouds
612,Shirokiy,RU,49.758,129.523,65.16,89,100,4.12,light rain
613,Luz,BR,-19.8014,-45.6856,53.96,73,0,0.38,clear sky
614,North Bend,US,43.4065,-124.2243,55.92,92,100,10.36,overcast clouds
615,Bangassou,CF,4.7413,22.8184,85.5,59,100,1.97,overcast clouds
616,Sioux Lookout,CA,50.1001,-91.917,54.68,95,97,9.33,light rain
617,Ahuimanu,US,21.4447,-157.8378,75.85,85,36,4.0,scattered clouds
618,Zhuhai,CN,22.2769,113.5678,89.85,84,40,9.22,light rain
619,La Serena,CL,-29.9078,-71.2542,49.62,92,20,0.72,few clouds
620,Antalya,TR,36.7741,30.7178,93.79,57,20,3.44,few clouds
621,Serenje,ZM,-13.2325,30.2352,74.39,32,3,8.25,clear sky
622,Japura,ID,-0.3167,102.35,84.04,82,100,1.59,light rain
623,Porto Walter,BR,-8.2686,-72.7439,66.11,93,5,1.1,clear sky
624,Cairns,AU,-16.9167,145.7667,74.1,78,75,11.5,broken clouds
625,Socorro,US,31.6546,-106.3033,84.06,29,7,8.37,clear sky
626,Shenzhen,CN,22.5455,114.0683,86.27,94,78,10.96,broken clouds
627,Pacifica,US,37.6138,-122.4869,58.68,86,0,18.41,clear sky
628,Whitehorse,CA,60.7161,-135.0538,51.31,66,25,3.0,scattered clouds
629,Srednekolymsk,RU,67.45,153.6833,66.02,20,17,14.14,few clouds
630,Esfarayen,IR,37.0765,57.5101,85.73,29,1,14.38,clear sky
631,Villefranche-Sur-Saone,FR,45.9833,4.7167,87.57,54,35,1.01,scattered clouds
632,Burnie,AU,-41.0667,145.9167,51.94,72,4,7.2,clear sky
633,Menongue,AO,-14.6585,17.691,73.33,25,75,4.59,broken clouds
634,Ostersund,SE,63.1792,14.6357,58.6,76,100,6.91,overcast clouds
635,Klaksvik,FO,62.2266,-6.589,52.72,88,100,8.08,overcast clouds
636,Fenoarivo Atsinanana,MG,-17.3667,49.4167,76.82,68,86,3.58,overcast clouds
637,Bonavista,CA,48.6499,-53.1147,45.55,80,0,8.84,clear sky
638,Nago,JP,26.5881,127.9761,77.45,95,100,2.82,heavy intensity rain
639,San Patricio,US,28.017,-97.5169,82.83,95,65,7.63,broken clouds
640,Mayumba,GA,-3.432,10.6554,76.59,76,87,8.95,overcast clouds
641,Tibati,CM,6.4667,12.6333,74.35,84,99,1.1,moderate rain
642,Poso,ID,-1.3959,120.7524,80.42,86,87,2.35,overcast clouds
643,Lucea,JM,18.451,-78.1736,74.86,78,98,6.44,overcast clouds
644,Ipojuca,BR,-8.3989,-35.0639,73.72,92,95,4.81,overcast clouds
645,Namtsy,RU,62.7161,129.6658,70.56,51,41,15.12,scattered clouds
646,Muriti,TZ,-1.9833,32.9167,75.65,61,61,11.97,broken clouds
647,Iringa,TZ,-7.7667,35.7,77.22,41,1,2.86,clear sky
648,Yerkoy,TR,39.6381,34.4672,76.55,40,0,7.0,clear sky
649,Petropavlovka,RU,50.6114,105.3196,66.07,82,99,2.37,light rain
650,Ambilobe,MG,-13.2,49.05,89.1,40,0,3.0,clear sky
651,Pundaguitan,PH,6.3711,126.1689,82.85,73,98,11.5,light rain
652,Le Port,RE,-20.9373,55.2919,80.6,63,26,8.19,scattered clouds
653,Loa Janan,ID,-0.583,117.095,79.09,92,97,0.4,overcast clouds
654,Rawlins,US,41.7911,-107.2387,45.36,33,0,0.0,clear sky
655,Mogadishu,SO,2.0371,45.3438,87.67,66,20,16.11,few clouds
656,Villazon,BO,-22.0866,-65.5942,30.24,19,19,2.93,few clouds
657,Camanducaia,BR,-22.7553,-46.1447,53.24,65,0,2.53,clear sky
658,Sangre Grande,TT,10.5835,-61.1177,77.18,93,100,7.52,overcast clouds
659,Porto Novo,BJ,6.4965,2.6036,80.22,80,100,5.28,light rain
660,Port-Cartier,CA,50.0334,-66.8654,53.74,77,14,4.81,few clouds
661,Kalabo,ZM,-14.97,22.6814,76.3,28,4,8.46,clear sky
662,Gradistea,RO,44.2333,27.2167,78.12,32,9,0.87,clear sky
663,Gerede,TR,40.8008,32.1969,65.7,60,18,5.35,few clouds
664,Kurilsk,RU,45.2333,147.8833,48.07,96,100,14.25,overcast clouds
665,Praya,CV,14.9215,-23.5087,73.94,83,75,19.57,broken clouds
666,Matara,LK,5.9485,80.5353,80.89,80,100,11.16,moderate rain
667,Ngunguru,NZ,-35.6167,174.5,53.71,83,0,8.46,clear sky
668,Belyy Yar,RU,53.6039,91.3903,78.69,41,0,17.9,clear sky
669,Marshfield,US,44.6689,-90.1718,57.18,96,2,11.65,clear sky
670,Kropachevo,RU,55.0112,57.9896,73.45,57,14,8.43,few clouds
671,Lokosovo,RU,61.1333,74.8167,57.79,92,100,13.2,light rain
672,Esso,RU,55.9333,158.7,47.32,97,100,2.91,light rain
673,Vanderhoof,CA,54.0166,-124.0198,50.2,86,100,0.56,overcast clouds
674,Quatre Cocos,MU,-20.2078,57.7625,77.09,67,65,15.68,broken clouds
675,Nishihara,JP,26.1842,127.7558,76.68,94,75,6.91,moderate rain
676,May Pen,JM,17.9645,-77.2451,74.43,88,100,1.72,overcast clouds
677,Miranda De Ebro,ES,42.6865,-2.947,85.98,37,94,3.15,overcast clouds
678,Pangai,TO,-19.8,-174.35,77.97,74,12,18.68,few clouds
679,Young,UY,-32.6833,-57.6333,50.67,93,100,3.98,overcast clouds
680,Camacha,PT,33.0833,-16.3333,65.62,73,20,12.66,few clouds
681,Sorland,NO,67.667,12.6934,46.26,79,7,0.54,clear sky
682,Alyangula,AU,-13.8483,136.4192,74.89,69,98,13.47,overcast clouds
683,Launceston,AU,-41.45,147.1667,52.16,76,100,8.05,overcast clouds
684,Aykhal,RU,66.0,111.5,69.35,37,45,9.69,scattered clouds
685,Mantua,IT,45.1667,10.7833,84.34,59,10,3.0,clear sky
686,Molteno,ZA,-31.3968,26.3625,38.59,46,37,1.66,scattered clouds
687,Boundiali,CI,9.5217,-6.4869,78.73,72,100,4.81,light rain
688,Roebourne,AU,-20.7833,117.1333,79.65,39,39,9.98,scattered clouds
689,Sarakhs,IR,36.5449,61.1577,103.44,13,34,17.94,scattered clouds
690,Port Hardy,CA,50.6996,-127.4199,50.18,100,100,4.61,light rain
691,Ibotirama,BR,-12.1853,-43.2206,63.86,74,6,2.91,clear sky
692,Leh,IN,34.1667,77.5833,63.54,30,99,6.08,overcast clouds
693,Seydi,TM,39.4816,62.9137,101.95,11,100,14.56,overcast clouds
694,Batsfjord,NO,70.6345,29.7185,40.93,93,75,13.8,light rain
695,Puri,IN,19.8,85.85,95.52,73,96,18.41,overcast clouds
696,Varna,BG,43.2167,27.9167,79.88,58,0,3.44,clear sky
697,Charters Towers,AU,-20.1,146.2667,68.43,58,52,8.41,broken clouds
698,Zalantun,CN,48.0,122.7167,62.58,86,99,7.07,moderate rain
699,Inuvik,CA,68.3499,-133.7218,48.15,56,1,10.65,clear sky
700,Laranjeiras Do Sul,BR,-25.4078,-52.4161,48.76,94,0,3.49,clear sky
701,Tecoanapa,MX,16.5167,-98.75,75.42,90,100,5.75,overcast clouds
702,Asgardstrand,NO,59.3489,10.4675,69.58,63,40,4.61,scattered clouds
703,Long Branch,US,40.3043,-73.9924,68.97,83,95,7.0,overcast clouds
704,Atar,MR,20.5169,-13.0499,90.84,28,11,15.97,few clouds
705,Amahai,ID,-3.3333,128.9167,78.91,86,100,3.02,heavy intensity rain
706,Pisco,PE,-13.7,-76.2167,53.02,87,0,3.51,clear sky
707,Castelbuono,IT,37.932,14.0886,90.68,73,10,6.82,clear sky
708,Morbegno,IT,46.1383,9.57,83.37,47,66,4.21,broken clouds
